name,affiliation,email,description,interests,thumbnail
Manuel Cebral-Loureda,Professor & Researcher at Tec de Monterrey,Verified email at tec.mx,,"Digital humanities, Human-centered technologies, Philosophy of Technology",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Maj9ubYAAAAJ&citpid=6
